Title,Artist,Tempo,Loudness,Energy,Danceability,Duration,Key,Mode,Year,Hotttnesss,AvgTimbre,AvgPitches,FilteredTerms
Complain,Ayo,128.689,-11.26,0.0,0.0,212.71465,0,1,2006,0.0,-3.075255624391936,0.304377474211657,neo soul:1.000;r&b:0.968;smooth jazz:0.948;reggae:0.921;blues:0.901;jazz:0.854;dub:0.845;female vocalist:0.845;funk:0.840;singer-songwriter:0.816;rap:0.791;soul:0.775;rock:0.743;folk:0.735;guitar:0.735;soft:0.735;german:0.712;pop:0.712;indie:0.712;experimental:0.712;00s:0.712;germany:0.712;acoustic:0.712;female:0.712;female vocals:0.712;groove:0.712;bass:0.712;jazz vocal:0.703;lounge:0.672;electronic:0.672;psychedelic:0.672;mellow:0.672;sexy:0.672;funky:0.672;groovy:0.672;africa:0.672;urban:0.672
Daydreaming [Jakwob Remix],Kid Sister,140.026,-3.573,0.0,0.0,277.2371,11,0,2009,0.573019827988094,14.068921411396241,0.26566435231952473,hip house:1.000;bass music:0.979;pop rap:0.979;dubstep:0.977;hip hop:0.970;electropop:0.966;trip hop:0.956;club:0.946;grime:0.942;alternative hip hop:0.942;electro hip hop:0.942;electro:0.934;breakbeat:0.890;rap:0.866;dance:0.829;electronic:0.825;electronica:0.812;female vocalist:0.810;house:0.783;r&b:0.777;united states:0.764;pop:0.735;alternative:0.735;american:0.735;female:0.735;chicago:0.735;alternative rap:0.707;synthpop:0.701;indie:0.698;soul:0.698;00s:0.698;female vocals:0.698;sexy:0.698;urban:0.698;epic:0.698;girl power:0.688;indie hip hop:0.682
Dansende Foran Speilet,Mons Leidvin Takle,147.576,-25.146,0.0,0.0,120.92036,7,1,0,nan,-7.519625777167159,0.19845487291647657,lullaby:1.000;jazz:0.759;norwegian:0.703;instrumental:0.703;christian:0.703;norway:0.703;american:0.341
Ease,Public Image Ltd,193.56,-12.091,0.0,0.0,492.30322,9,1,1985,0.6392484891503506,-1.1814188606375784,0.3634127260783045,dance rock:1.000;alternative dance:0.986;experimental rock:0.977;noise rock:0.961;madchester:0.827;art rock:0.802;post rock:0.796;british pop:0.795;chill-out:0.795;dance-punk:0.795;hard rock:0.788;new wave:0.781;psychobilly:0.779;dub:0.753;garage rock:0.740;classic rock:0.730;college rock:0.727;progressive rock:0.725;alternative rock:0.722;ska:0.713;punk:0.705;alternative pop rock:0.697;indie rock:0.696;soundtrack:0.694;dance:0.664;rock:0.659;alternative:0.657;experimental:0.657;80s:0.633;england:0.633;electronic:0.615;gothic:0.615;indie:0.615;pop:0.615;psychedelic:0.615;british:0.615;industrial:0.615;noise:0.615;avant-garde:0.615;70s:0.615;metal:0.583;classical:0.583;progressive:0.583
Everchanging,Rise Against,122.006,-8.576,0.0,0.0,260.8322,11,1,2001,nan,1.787906067752181,0.25720546648314646,hardcore punk:1.000;rock:0.878;punk:0.802;hardcore:0.800;punk revival:0.706;melodic hardcore:0.599;soundtrack:0.533;acoustic:0.449;melodic:0.437;guitar:0.414;alternative:0.336;pop:0.335;metal:0.335
Too much informa,Sizzla,190.01,-6.832,0.0,0.0,203.96363,7,0,2005,nan,9.205077529634693,0.3888344131809405,dancehall:1.000;roots reggae:0.997;reggae:0.966;jungle music:0.875;dub:0.853;lovers rock:0.844;pop rap:0.844;broken beat:0.814;ragamuffin:0.814;grime:0.814;chill-out:0.814;future jazz:0.814;hip hop:0.810;jamaica:0.778;raga:0.766;drum and bass:0.749;oldies:0.738;united states:0.735;ska:0.735;electronic:0.712;funk:0.709;electro:0.705;rap:0.701;germany:0.696;intelligent dance music:0.695;singer-songwriter:0.691;punk:0.682;electronica:0.675;soul:0.641;roots:0.641;rock:0.634;rasta:0.630;finish:0.624;house:0.610;alternative:0.610;ambient:0.610;world:0.610;lounge:0.610;political:0.610;detroit:0.610;mellow:0.610;old school:0.610;breakbeat:0.595
L'insidieuse (Live),Richard Galliano,111.663,-13.481,0.0,0.0,309.65506,0,1,0,0.26695518627553855,6.882277374728451,0.3754155548182817,tango:1.000;musette:0.911;chill-out:0.897;jazz:0.857;british pop:0.838;flamenco:0.838;vocal house:0.838;hard bop:0.838;jazz fusion:0.822;trip hop:0.816;smooth jazz:0.812;nu jazz:0.809;acid jazz:0.786;melodic death metal:0.780;world music:0.759;thrash metal:0.749;hip hop:0.745;downtempo:0.738;reggae:0.730;heavy metal:0.730;latin:0.727;blues:0.721;hard rock:0.715;funk:0.714;trance:0.711;techno:0.707;rap:0.705;alternative rock:0.697;r&b:0.675;electronica:0.674;french:0.668;post-bop:0.644;world:0.633;rock:0.626;humorous:0.609;modern composition:0.609;alternative:0.597;pop:0.597;electronic:0.597;metal:0.597;ambient:0.597;detroit:0.597;lounge:0.597;beautiful:0.597;guitar:0.597;fusion:0.597;roots:0.597
So Hot,Helen Love,100.76,-6.746,0.0,0.0,81.97179,2,0,1994,0.2998774882739778,11.399078903569057,0.4770316465164988,power pop:1.000;indie rock:0.945;alternative dance:0.921;synth punk:0.921;rock:0.904;british pop:0.888;happy hardcore:0.883;twee pop:0.883;dance-punk:0.883;bubblegum pop:0.883;garage rock:0.878;indie pop:0.859;oi:0.855;disco:0.849;pop rock:0.837;punk:0.822;pop punk:0.817;electro:0.787;downtempo:0.779;alternative rock:0.774;electronic:0.768;pop:0.768;lo-fi:0.763;female vocalist:0.762;synthpop:0.728;electronica:0.712;indie:0.692;twee:0.692;punk pop:0.653;00s:0.632;synth:0.632;alternative:0.632;90s:0.632;experimental:0.632;british:0.632;80s:0.632;female vocals:0.632;female:0.632;emusic:0.632;spain:0.632;bubblegum:0.617
Youlan_ Lonely Orchid (solo guqin),David Mingyue Liang,163.67,-16.077,0.0,0.0,757.99465,2,0,0,0.0,-7.558862120633869,0.28976826152879215,chinese music:1.000;chinese:0.576
Forbidden Fruit,Pursuit Of Happiness,127.298,-10.324,0.0,0.0,196.49261,7,1,0,0.0,5.27503851495115,0.39301416347985596,power pop:1.000;hard rock:0.937;alternative rock:0.860;pop rock:0.859;blues-rock:0.831;country rock:0.831;rock:0.822;art rock:0.804;soft rock:0.798;hip hop:0.775;new wave:0.768;alternative pop rock:0.766;folk rock:0.765;classic rock:0.723;indie rock:0.684;canada:0.677;alternative:0.650;canadian:0.650;electronic:0.629;pop:0.629;synthpop:0.596;indie:0.594;folk:0.594;country:0.594;90s:0.594;comedy:0.594;80s:0.594;world:0.594;avant-garde:0.594;toronto:0.583;united states:0.566;ontario:0.557;college rock:0.552;electric:0.535;geek rock:0.506;college:0.503;alternative punk rock:0.498;ironic:0.487;canadian rock:0.458
Recorda-Me,Bobby Hutcherson,95.633,-13.456,0.0,0.0,352.57424,9,0,0,nan,0.1153112560880264,0.29784637319080426,latin jazz:1.000;jazz funk:0.996;hard bop:0.992;soul jazz:0.973;free jazz:0.961;future jazz:0.952;jazz:0.946;cool jazz:0.907;smooth jazz:0.882;broken beat:0.872;bebop:0.872;marimba:0.872;downtempo:0.862;acid jazz:0.857;bossa nova:0.856;easy listening:0.841;disco:0.841;hip hop:0.838;post-bop:0.798;california:0.797;united states:0.767;electronic:0.746;fusion:0.746;latin:0.728;contemporary jazz:0.697;japan:0.663;instrumental:0.663;house:0.643;swing:0.643;los angeles:0.639;conscious:0.622;european:0.618;experimental:0.608;male:0.608;soul:0.608;american:0.608;70s:0.608;classic:0.608;germany:0.608;saxophone:0.608;deep:0.603;20th century:0.591;blue note records:0.581
Lady Of Your Calibre,Gregory Isaacs,160.011,-12.084,0.0,0.0,221.83138,3,0,0,nan,6.806115435019574,0.29713947280926617,lovers rock:1.000;roots reggae:0.963;reggae:0.934;dancehall:0.923;dub:0.877;rock steady:0.840;chill-out:0.820;island music:0.801;jungle music:0.801;blues-rock:0.772;soca:0.772;british pop:0.772;psychedelic rock:0.750;jamaica:0.750;soul:0.748;folk rock:0.748;ska:0.743;classic rock:0.713;blues:0.707;united states:0.694;emo:0.682;progressive rock:0.679;indie pop:0.678;jazz:0.673;funk:0.672;hip hop:0.668;germany:0.661;alternative country:0.657;singer-songwriter:0.655;reggae pop:0.652;roots:0.646;female vocalist:0.633;pop:0.625;electronic:0.625;world:0.625;french:0.614;folk:0.608;psychedelic:0.608;80s:0.608;guitar:0.608;70s:0.608;mellow:0.608;british:0.579;indie:0.579;female:0.579;acoustic:0.579;progressive:0.579
Italian For Goodbye (skit),The Pharcyde,38.233,-19.461,0.0,0.0,11.59791,0,1,2004,nan,0.0,0.0,rap:1.000;hip hop:0.949;new wave:0.876;electro:0.844;underground hip hop:0.800;underground rap:0.716;los angeles:0.712;alternative rap:0.685;west coast rap:0.678;political rap:0.619
Anti Geroi,Azis,98.151,-6.608,0.0,0.0,281.88689,0,1,2006,0.40790171721807383,10.544920261086899,0.41047582677070127,pop folk:1.000;chalga:0.984;gypsy jazz:0.921;parody:0.921;eurodance:0.877;brutal death metal:0.860;power metal:0.850;disco:0.846;grindcore:0.843;heavy metal:0.804;dance:0.800;emo:0.799;female vocalist:0.746;folk:0.738;pop:0.699;electronic:0.699;mediaeval:0.680;bulgarian:0.663;00s:0.659;country:0.659;house:0.659;hardcore:0.659;world:0.659;female:0.659;male:0.659;male vocalist:0.659;female vocals:0.659;gypsy:0.641;balkan:0.636;strange:0.604;bulgaria:0.587;gaycore:0.545;roma:0.538;porn:0.529;vocal:0.516;balkans:0.507
Stronger Than Me,Amy Winehouse,91.198,-7.758,0.0,0.0,256.10404,10,1,2003,nan,7.8709713105970405,0.36801891812275966,vocal jazz:1.000;blues:0.953;pop rock:0.915;funk:0.867;pop:0.805;rock:0.774;soul:0.744;england:0.744;all-female:0.590;jazz:0.538;ska:0.452;classic:0.441;vocal:0.433;rap:0.433;female:0.407;guitar:0.356;acoustic:0.332
Only For The Young,George Lopez,75.467,-8.832,0.0,0.0,345.23383,4,1,2009,nan,19.621125803874456,0.5313362552708369,california:1.000;stand-up comedy:0.948;comedy:0.826;funny:0.801;spoken word:0.800;nepal:0.764;latin:0.755;club:0.600;chicano:0.542;united states:0.491;mexican:0.458;latino:0.458;house:0.423;american:0.413;country:0.368;soul:0.341
T'as 16 ans demain,Les Hou-Lops,103.29,-7.458,0.0,0.0,122.69669,2,1,0,nan,11.804487410508521,0.36414854018498055,freakbeat:1.000;psychedelic rock:0.873;los angeles:0.819;chanson:0.666;game:0.638;rock:0.434;french:0.405;classic:0.395;country:0.349
Serene,The Cosmosamatics,65.054,-14.952,0.0,0.0,338.36363,3,1,0,0.0,6.4567055218301554,0.3204784820657097,free jazz:1.000;jazz:0.797;post-bop:0.738;avant-garde:0.692;ballad:0.660;hard bop:0.648;united states:0.583;funk:0.552;blues:0.547;modern creative:0.541;bass:0.463;free:0.458;melodic:0.451;english:0.436;saxophone:0.432;groove:0.418;acoustic:0.390;guitar:0.344
So Jah Seh,Jackie Edwards,161.796,-12.102,0.0,0.0,256.62649,1,1,2006,0.2259402731643149,6.245246957563277,0.3499951421618756,rock steady:1.000;reggae:0.990;roots reggae:0.986;lovers rock:0.970;ballad:0.963;ska:0.905;dub:0.896;northern soul:0.853;blues:0.845;dancehall:0.815;soul:0.795;garage rock:0.790;pop rock:0.772;pop:0.737;jamaica:0.683;rock:0.675;roots:0.668;smooth:0.646;skinhead:0.635;united states:0.618;funk soul:0.617;60s:0.610;germany:0.610;mod:0.602;christmas music:0.585;smooth reggae:0.582;skinhead reaggae:0.554;reggae pop:0.519;holiday:0.473
Joy In The Journey (The Final Word Album Version),Michael Card,115.258,-15.598,0.0,0.0,182.72608,6,1,0,nan,5.1186190574934285,0.2597934981754038,ccm:1.000;contemporary christian:0.853;religious music:0.852;christian music:0.852;easy listening:0.841;singer-songwriter:0.766;emo:0.742;inspirational:0.724;folk:0.673;christian:0.673;orchestra:0.625;alternative:0.616;pop:0.616;beautiful:0.616;gospel:0.616;calming:0.616;worship music:0.610;christmas music:0.592;slow:0.582;praise & worship:0.570;quiet:0.551;liedermacher:0.548;powerful:0.547;relaxation:0.543
Chorinho Pra Ele (Live),Richard Galliano,230.992,-12.01,0.0,0.0,197.17179,0,1,0,nan,18.233107608622568,0.3599391541532373,tango:1.000;musette:0.911;chill-out:0.897;jazz:0.857;british pop:0.838;flamenco:0.838;vocal house:0.838;hard bop:0.838;jazz fusion:0.822;trip hop:0.816;smooth jazz:0.812;nu jazz:0.809;acid jazz:0.786;melodic death metal:0.780;world music:0.759;thrash metal:0.749;hip hop:0.745;downtempo:0.738;reggae:0.730;heavy metal:0.730;latin:0.727;blues:0.721;hard rock:0.715;funk:0.714;trance:0.711;techno:0.707;rap:0.705;alternative rock:0.697;r&b:0.675;electronica:0.674;french:0.668;post-bop:0.644;world:0.633;rock:0.626;humorous:0.609;modern composition:0.609;alternative:0.597;pop:0.597;electronic:0.597;metal:0.597;ambient:0.597;detroit:0.597;lounge:0.597;beautiful:0.597;guitar:0.597;fusion:0.597;roots:0.597
Warrior's Quest,Ensiferum,179.988,-4.507,0.0,0.0,291.02975,7,1,1999,0.6603443825872879,3.7698840083098433,0.2955812636648466,power metal:1.000;black metal:0.951;heavy metal:0.946;finish:0.798;metal:0.778;acoustic:0.778;folk:0.778;folk metal:0.621;death metal:0.554;melodic:0.477;guitar:0.455;instrumental:0.394;rock:0.385
Medley Leïla Chico,Leila Chicot,90.008,-5.568,0.0,0.0,293.27628,2,1,0,0.24994454633133426,5.896707693443479,0.399689313231485,zouk:1.000;caribbean:0.554;french:0.502
The Hustle,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,95.816,-9.636,0.0,0.0,334.78485,1,1,1995,0.5786581877569713,3.293827167180323,0.48567598339431967,rap:1.000;hip hop:0.949;new wave:0.876;electro:0.844;underground hip hop:0.800;underground rap:0.716;los angeles:0.712;alternative rap:0.685;west coast rap:0.678;political rap:0.619
Rakkauden satu - Histoire d'un Amour -,Erkki Junkkarinen,100.612,-9.559,0.0,0.0,215.82322,4,0,0,0.0,-2.8644489033470553,0.3212122903742381,humppa:1.000;tango:1.000;german pop:0.974;ballad:0.959;disco:0.888;pop rock:0.874;finish:0.825;jazz:0.731;rock:0.711;folk:0.702;pop:0.675;funk soul:0.459
God Bless You (Goddamn it),A Static Lullaby,80.41,-4.621,0.0,0.0,237.42649,7,1,2005,0.5423075261686486,0.8614278715341358,0.4145051521349639,post-hardcore:1.000;screamo:0.978;emo:0.943;alternative metal:0.931;melodic hardcore:0.923;melodic metalcore:0.911;metalcore:0.909;hard rock:0.850;christian rock:0.835;pop punk:0.832;heavy metal:0.825;ska:0.824;classic rock:0.823;california:0.817;rock:0.815;indie rock:0.814;stoner rock:0.809;hardcore:0.808;grunge:0.808;punk:0.806;alternative rock:0.805;celtic:0.804;indie pop:0.802;emocore:0.796;pop rock:0.783;new wave:0.765;reggae:0.758;soundtrack:0.751;death metal:0.751;alternative:0.746;funk:0.742;metal:0.741;rap:0.734;singer-songwriter:0.723;dance:0.720;indie:0.712;jazz:0.710;pop:0.688;80s:0.688;american:0.688;experimental:0.688;00s:0.668;ambient:0.634;folk:0.634
The Illusionist,Scar Symmetry,150.086,-3.536,0.0,0.0,271.5424,6,0,2006,0.716321271238986,7.873991299591689,0.4084895286814319,death metal:1.000;heavy metal:0.962;progressive:0.782;metal:0.782;sweden:0.782;power metal:0.675;melodic death metal:0.648;melodic:0.559;heavy:0.510;guitar:0.493
La Route Est Belle,Oztara,191.929,-5.786,0.0,0.0,207.51628,3,0,2005,nan,3.555394901915184,0.39144404194983734,musette:1.000;canada:0.753;world:0.753;quebec:0.735;gypsy:0.731;indie:0.676;folk:0.676;canadian:0.676;francophone:0.657;buddamat:0.647;accordion:0.601;french:0.558;circus music:0.486
Urgence,Sonia Dersion,173.936,-8.089,0.0,0.0,269.87057,5,0,2004,0.24762576384321291,1.8156237055858422,0.35803275069388596,zouklove:1.000;zouk:0.974;kizomba:0.930;r&b:0.801;african:0.707;electric:0.608;world music:0.443
Pero Me Acuerdo De Tí,Christina Aguilera,117.984,-7.834,0.0,0.0,266.73587,6,1,2000,0.6224351372915203,1.337026750243321,0.2742413153211521,dance pop:1.000;teen pop:0.972;neo soul:0.967;r&b:0.844;ballad:0.838;pop rock:0.799;urban:0.793;adult contemporary:0.776;soul:0.775;hip hop:0.764;blues:0.760;female vocalist:0.759;pop:0.753;united states:0.748;emo:0.735;disco:0.732;jazz:0.731;rap:0.710;club dance:0.707;easy listening:0.704;rock:0.690;electro:0.686;00s:0.683;american:0.683;sexy:0.680;female:0.677;vocal:0.677;beautiful:0.674;english:0.668;funk:0.661;latin:0.659;electronic:0.643;alternative:0.635;electronica:0.630;90s:0.626
Trapped In Reality,Headhunter,153.551,-3.319,0.0,0.0,312.76363,8,0,0,0.21204540548371908,10.003671946853366,0.4813715980873244,dubstep:1.000;progressive house:0.928;dubtronica:0.921;hard house:0.921;grime:0.921;chill-out:0.921;jungle music:0.921;hard trance:0.914;dub:0.909;speed metal:0.900;thrash metal:0.887;heavy metal:0.865;breakbeat:0.864;power metal:0.849;trance:0.781;techno:0.776;electronic:0.775;intelligent dance music:0.765;electronica:0.740;ambient:0.735;german:0.703;hardcore:0.695;metal:0.695;dark:0.695;drum and bass:0.683;experimental:0.655;british:0.655;minimal:0.655;90s:0.655;00s:0.655;synth:0.655;bass:0.655;germany:0.655;crossover:0.655;deep:0.649;german metal:0.611;dub techno:0.586;chaotic - hardcore:0.584;sensation black:0.551;two-step:0.542;psychedelic dub:0.532;german thrash metal:0.509
Our Darkest Days,Eighteen Visions,131.079,-4.806,0.0,0.0,172.19873,6,1,2006,0.6603697057715096,7.882267459263736,0.36394566047088167,alternative metal:1.000;post-hardcore:0.984;post-grunge:0.962;modern rock:0.941;melodic metalcore:0.941;straight edge:0.934;heavy metal:0.926;screamo:0.919;melodic hardcore:0.917;christian rock:0.915;hardcore punk:0.912;metalcore:0.901;nu metal:0.898;gothic rock:0.896;indie rock:0.896;grunge:0.885;alternative rock:0.870;grindcore:0.866;hard rock:0.863;pop rock:0.858;california:0.858;emo:0.847;ska:0.844;rock:0.834;reggae:0.830;classic rock:0.828;progressive metal:0.823;soundtrack:0.823;death metal:0.822;progressive rock:0.821;techno:0.806;rap:0.804;hardcore:0.801;dance:0.788;punk:0.780;metal:0.752;thrash metal:0.742;alternative:0.730;electronic:0.693;80s:0.693;indie:0.693;experimental:0.693;industrial:0.693;american:0.693;gothic:0.693;acoustic:0.693;00s:0.656
California Dreamin' (LP Version),Baby Huey & The Baby Sitters,132.973,-10.895,0.0,0.0,288.36526,2,0,1971,0.476248227291196,5.243400168496053,0.28194656710243565,funk:1.000;r&b:0.957;jazz funk:0.943;chicago soul:0.943;disco:0.891;club:0.884;alternative rock:0.868;soul:0.863;hip hop:0.854;breakbeat:0.849;garage rock:0.835;psychedelic rock:0.834;jazz:0.821;rock:0.818;rap:0.797;classic rock:0.783;psychedelic:0.765;intelligent dance music:0.749;dance:0.741;united states:0.687;funk soul:0.687;electronic:0.679;70s:0.679;alternative:0.639;american:0.639;experimental:0.639;pop:0.639;old school:0.639;indie:0.639;lo-fi:0.639;germany:0.639;black:0.639;rusbeh:0.581;blaxploitation:0.579;french:0.568;psychedelic soul:0.525;progressive rock:0.499;richmond:0.495
Dumb Woman Blues,Elmore James,97.03,-10.862,0.0,0.0,191.13751,0,1,0,nan,4.4045590246087025,0.31693070050544925,chicago blues:1.000;electric blues:0.972;delta blues:0.959;blues:0.918;blues-rock:0.881;country blues:0.881;louisiana blues:0.850;piano blues:0.837;harmonica blues:0.819;pop rap:0.787;chill-out:0.787;texas blues:0.787;r&b:0.780;rockabilly:0.774;soft rock:0.758;pop rock:0.749;california:0.749;classic rock:0.742;garage rock:0.733;jazz:0.730;rock:0.716;funk:0.711;oldies:0.710;hip hop:0.706;singer-songwriter:0.692;hard rock:0.681;alternative rock:0.665;united states:0.642;acoustic:0.641;male vocalist:0.638;alternative country:0.632;vocal:0.628;soul:0.610;guitar:0.610;italy:0.610;folk:0.579;american:0.579;indie:0.579;electronic:0.579;pop:0.579;ambient:0.579;70s:0.579;male:0.579;60s:0.579;synthpop:0.549
Letting You Back In,Rising Lion,88.137,-9.513,0.0,0.0,280.45016,7,1,0,nan,0.36915604612586894,0.37453689631341797,roots reggae:1.000;reggae:0.953;dancehall:0.840;world:0.780;funk:0.745;rock:0.648;roots:0.617;jamaica:0.577;hip hop:0.566;florida:0.563;rasta:0.539;jamaican:0.537;new york city:0.530;beach music:0.466;blues guitar:0.457
Hear Me Lord (2001 Digital Remaster),George Harrison,133.383,-7.301,0.0,0.0,359.73179,6,0,0,nan,2.8194404858725517,0.2703157923449003,classic rock:1.000;rock:0.920;psychedelic:0.842;england:0.842;album rock:0.736;liverpool:0.728;rockabilly:0.563;soundtrack:0.530;classic:0.485;acoustic:0.473;group:0.469;instrumental:0.452;pop:0.436;classical:0.435;beautiful:0.435;guitar:0.391;experimental:0.378;soul:0.377;alternative:0.334
Don't Let Go,Weezer,142.68,-3.637,0.0,0.0,180.97587,2,1,2001,0.7847122657964972,7.104649993103893,0.37326926577568714,pop rock:1.000;rock:0.858;pop:0.788;alternative:0.788;indie:0.788;punk pop:0.731;modern rock:0.663;new wave:0.489;alternative rock:0.468;rap:0.466;emo:0.437;guitar:0.425;funny:0.407;classic:0.375;acoustic:0.336;punk:0.297
U Don't Hear Me Tho' (Street Mix),Rodney O & Joe Cooley,107.185,-7.041,0.0,0.0,217.41669,1,1,1993,0.45193455272289035,10.554812153765472,0.4665981198745291,miami bass:1.000;old school hip hop:0.956;hip hop:0.895;rap:0.842;electro:0.800;old school:0.666;beat:0.654;old school rap:0.637;underground rap:0.620;hardcore rap:0.602;california:0.600;funk:0.521;beats:0.462;instrumental:0.424;classic:0.422;hardcore:0.361
